MIBiG accession	compound name	SMILES	PMID / DOI	Column1	Column2	Column3
BGC0000776	lipopolysaccharide	CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O	12374825			
BGC0000777	lipopolysaccharide	CCCCCCCCCCCCCCCC1[C@H](OC([C@H]([C@@H]1OC(=O)CC(CCCCCCCCCCC)O)O)CO[C@H]2[C@H](C([C@@H](C(O2)CO[C@@]3(CC([C@H](C(O3)C(CO)O)O[C@H]4[C@@H](C([C@@H](C(O4)C(CO)O)OP(=O)(O)OP(=O)(O)OCCN)O[C@@H]5[C@@H](C([C@@H](C(O5)C(CO[C@@H]6[C@@H](C([C@](CO6)(C(CO)O)O)O)O)O)OP(=O)(O)O)O[C@@H]7C(C([C@@H](C(O7)CO[C@@H]8C(C([C@H](C(O8)CO)O)O)O)O)O[C@@H]9C(C([C@H](C(O9)CO)O)O)O[C@@H]1C(C([C@@H](C(O1)CO)O[C@@H]1C(C([C@H](C(O1)CO)O)OC1[C@@H](C(C([C@@H](O1)C)O[C@@H]1C(C([C@@H](C(O1)CO)O)O[C@@H]1C(C[C@H](C(O1)C)O)O)O[C@@H]1C(C([C@H](C(O1)CO)O)O)O)O)O)O)O)O[C@@H]1[C@H](C([C@@H](C(O1)CO)O)O)NC(=O)C)O)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O[C@@]1(CC([C@H](C(O1)C(CO)O)O)O)C(=O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)CP(=O)(O)O	12374825			
BGC0000778	lipopolysaccharide		18310345			
BGC0000779	lipopolysaccharide		18310345			
BGC0000780	O&K-antigen		18557895			
BGC0000781	O-antigen		10627048			
BGC0000782	O-antigen		9988483			
BGC0000783	O-antigen		11763133,15473911			
BGC0000784	O-antigen		12057956			
BGC0000785	O-antigen					
BGC0000786	O-antigen		12777482			
BGC0000787	O-antigen					
BGC0000788	O-antigen		11238967,15375135			
BGC0000789	O-antigen		17072668			
BGC0000790	O-antigen					
BGC0000791	O-antigen		18441119			
BGC0000792	polysaccharide		9712783			
BGC0000793	lipopolysaccharide oligosaccharide					
BGC0000794	S-layer glycan		11741945,15316277,15073305,17202151,17237178,18515358,18336801			
BGC0000795	S-layer glycan		11096116,12740380,15316277,15044388,18336801			
BGC0000796	S-layer glycan		19304819,20200052			
BGC0000797	sphingan polysaccharide		8626338			
BGC0000798	dhurrin	C1=CC(=CC=C1[C@@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O	21707799			
BGC0000799	colanic acid		8759852			
BGC0000800	xanthan	C/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/COP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O	9763683			
BGC0000801	galactoglucan		9023225			
BGC0000802	succinoglycan		8544814,11902715			
BGC0000803	GG exopolysaccharide		19346339			
BGC0000804	acarviostatin		22691180			
BGC0000805	moenomycin	C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)NC(=O)C)O[C@@H]3[C@H]([C@]([C@H](O[C@@H]3OP(=O)([O-])OC[C@H](C(=O)[O-])OC/C=C(\C)/CC/C=C/C(C)(C)CCC(=C)C/C=C(\C)/CCC=C(C)C)C(=O)[O-])(C)O)OC(=O)N)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)NC(=O)C)O)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)C(=O)NC6=C(CCC6=O)O)O)O)O	17379141, 19640006, 24164498, 22505780			
BGC0000806	phosphonoglycans		24584498			
BGC0000807	phosphonoglycans		24584498			
BGC0000808	Cepacian		14637140,19948863,17184737,15995219,17114319,23460819,22919582			
BGC0000809	AT2433	CN[C@H]1CO[C@H](C[C@@H]1O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)N3C4=C(C=CC=C4Cl)C5=C6C(=C7C8=CC=CC=C8NC7=C53)C(=O)N(C6=O)C)O)O)OC	16873021			
BGC0000810	benzoxazinone DIMBOA	COC1=CC2=C(C=C1)N(C(=O)C(O2)O)O	11851909,12620350,18192444			
BGC0000811	fumigaclavine C	C[C@H]1CN([C@@H]2CC3=C(NC4=CC=CC(=C34)C2[C@H]1OC(=O)C)C(C)(C)C=C)C	15933009,15870460,16397874			
BGC0000812	huperzine A	C/C=C/1\C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3	24503982			
BGC0000813	K-252a	C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O	17396254			
BGC0000814	K-252a	C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O	19756308			
BGC0000815	loline alkaloids		12135580,15654104,18655839			
BGC0000816	Malbrancheamide A	CC1([C@@H]2C[C@]34CCCN3C[C@@]2(CC5=C1NC6=C5C=CC(=C6)Cl)NC4=O)C	23213353			
BGC0000817	methylarcyriarubin	O=C(N1C)C(C2=CNC3=CC=CC=C32)=C(C4=CNC5=CC=CC=C54)C1=O	24648189			
BGC0000818	Notoamide A	CC1(C=CC2=C(O1)C=CC3=C2N(C(=O)[C@@]34C[C@]56[C@H](C4(C)C)C[C@@]7(CCCN7C5=O)C(=O)N6)O)C	23213353			
BGC0000819	parahequamide A	C[C@]1(CCN2[C@]13C[C@H]4[C@](C2)(C[C@@]5(C4(C)C)C6=C(C7=C(C=C6)OC(C=CO7)(C)C)NC5=O)N(C3=O)C)O	23213353			
BGC0000820	physostigmine	C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C	24227628			
BGC0000821	rebeccamycin	CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)n2c3c(cccc3Cl)c4c2c5c(c6cccc(c6[nH]5)Cl)c7c4C(=O)NC7=O)CO	15743957			
BGC0000822	rebeccamycin	CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO	11983340			
BGC0000823	rebeccamycin	CO[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO	12617516,12619684,14763561			
BGC0000824	Scytonemin	Oc1ccc(\C=C/2\C(=O)C(=C3C2=Nc4ccccc34)C5=C6C(Nc7ccccc67)\C(=C/c8ccc(O)cc8)\C5=O)cc1	19482954,21742508,18954141,17351042,19780555,19429608,21742508,19630972,21501195,21786790,12388673,1508978,11926312,8405307			
BGC0000825	staurosporine	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC	12617516,12619684,16195595			
BGC0000826	staurosporine	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC	20624727			
BGC0000827	staurosporine	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC				
BGC0000828	violacein	C1=CC=C2C(=C1)/C(=C\3/C=C(NC3=O)C4=CNC5=C4C=C(C=C5)O)/C(=O)N2				
BGC0000829	violacein		21779844,21253897,20490411,19962399,18949702,18177311,17925955,17176066,17011197,16874749,15100990,11596879,11418029,11075927,10803951			
BGC0000830	Violacein	C1=CC=C2C(=C1)/C(=C\3/C=C(NC3=O)C4=CNC5=C4C=C(C=C5)O)/C(=O)N2	AF367409.1			
BGC0000831	violacein	C1=CC=C2C(=C1)/C(=C\3/C=C(NC3=O)C4=CNC5=C4C=C(C=C5)O)/C(=O)N2				
BGC0000832	clorobiocin	ClC1=C(C([H])=C([H])C(C(O[H])=C2N([H])C(C(C([H])=C3[H])=C([H])C(C([H])([H])/C([H])=C(C([H])([H])[H])/C([H])([H])[H])=C3O[H])=O)=C1OC2=O)O[C@]4([H])OC(C([H])([H])[H])(C([H])([H])[H])[C@]([C@@]([C@@]4([H])O[H])([H])OC(C5=C([H])C([H])=C(C([H])([H])[H])N5[H])=O)([H])OC([H])([H])[H]	12480894,12604514, 12670542, 15977275, 15870333, 15723521, 12904558, 12898629, 12777382, 17464055, 17308937, 17077503, 16849806, 16834331, 16276503, 17580964, 24407645, 21890635, 20946900,			
BGC0000833	Coumermycin A1	O=C(C1=C([H])C([H])=C(C([H])([H])[H])N1[H])O[C@]([C@@]2([H])O[H])([H])[C@@](C(C([H])([H])[H])(C([H])([H])[H])O[C@@]2([H])OC3=C(C([H])([H])[H])C(OC4=O)=C(C(O[H])=C4N([H])C(C5=C(C([H])([H])[H])C(C(N([H])C6=C(C7=C(C(C([H])([H])[H])=C(C([H])=C7[H])O[C@]8([H])OC(C([H])([H])[H])(C([H])([H])[H])[C@]([C@@]([C@@]8([H])O[H])([H])OC(C9=C([H])C([H])=C(C([H])([H])[H])N9[H])=O)([H])OC([H])([H])[H])OC6=O)O[H])=O)=C([H])N5[H])=O)C([H])=C3[H])([H])OC([H])([H])[H]	14285468, 14285469, 5396481, 12368465, 11036020, 15554710, 14993313, 15123279, 14622269, 12604514, 12436260, 16834331, 16274243, 15723521, 18288655, 17584615, 17580964, 23652970, 21953874,			
BGC0000834	novobiocin	O=C(N([H])[H])O[C@]([C@@]1([H])O[H])([H])[C@@](C(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])OC2=C(C([H])([H])[H])C(OC3=O)=C(C(O[H])=C3N([H])C(C(C([H])=C4[H])=C([H])C(C([H])([H])/C([H])=C(C([H])([H])[H])/C([H])([H])[H])=C4O[H])=O)C([H])=C2[H])([H])OC([H])([H])[H]	10770754, 10801869, 12436260, 12736771, 14694473, 17139092, 15942002, 15870333, 15752721, 24407644, 19762445, 18568336, 18997325, 19857499, 17329822, 16514445, 16411240, 16274243, 16171397, 14694473, 12876368, 12680772, 11325587, 13355385, 13355386, 19557032, 24543916 			
BGC0000835	simocyclinone	C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)C2=C(C3=C(C=C2)C(=O)C45C(C3O)(O4)C(CC6(C5(C(=O)C=C(C6)C)O)O)O)O)OC(=O)/C=C/C=C/C=C/C=C/C(=O)NC7=C(C8=C(C(=C(C=C8)O)Cl)OC7=O)C)OC(=O)C	12115055			
BGC0000836	APE Ec	CC1=C(O)C=CC(/C=C/C=C/C=C/C=C/C=C/C=C/C(OC)=O)=C1	25036635			
BGC0000837	APE Vf	CC1=C(O)C(C)=CC(/C=C/C=C/C=C/C=C/C=C/C=C/C(OC)=O)=C1	25036635			
BGC0000838	flexirubin	CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O	19717629			
BGC0000839	Flexirubin	CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O	24467333,16957125,4217145			
BGC0000840	xanthomonadin	O=C(OCC(C)C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(Br)/C1=CC(OC)=C(Br)C=C1	12057948			
BGC0000841	2-Formyloxymethylclavam	C1[C@H]2N(C1=O)C[C@@H](O2)COC=O	10681345,15342599,17317567,23104404,14982786,22751548,14742203,18931110			
BGC0000841	2-Hydroxymethylclavam	C1[C@H]2N(C1=O)C[C@@H](O2)CO	10681345,15342599,17317567,23104404,14982786,22751548,14742203,18931110			
BGC0000841	alanylclavam	C1[C@H]2N(C1=O)C[C@@H](O2)C[C@@H](C(=O)O)N	10681345,15342599,17317567,23104404,14982786,22751548,14742203,18931110			
BGC0000841	Clavam-2-carboxylate	C1[C@H]2N(C1=O)C[C@@H](O2)C(=O)O	10681345,15342599,17317567,23104404,14982786,22751548,14742203,18931110			
BGC0000841	CLAVULANIC ACID	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O	10681345,15342599,17317567,23104404,14982786,22751548,14742203,18931110			
BGC0000842	carbapenem MM 4550 		24420617			
BGC0000843	2-Formyloxymethylclavam	C1[C@H]2N(C1=O)C[C@@H](O2)COC=O	22435762,1472501,10223939,2207091,15644894,17317567			
BGC0000843	2-Hydroxymethylclavam	C1[C@H]2N(C1=O)C[C@@H](O2)CO	22435762,1472501,10223939,2207091,15644894,17317567			
BGC0000843	Alanylclavam	C1[C@H]2N(C1=O)C[C@@H](O2)C[C@@H](C(=O)O)N	22435762,1472501,10223939,2207091,15644894,17317567			
BGC0000843	Clavam-2-carboxylate	C1[C@H]2N(C1=O)C[C@@H](O2)C(=O)O	22435762,1472501,10223939,2207091,15644894,17317567			
BGC0000844	clavulanic acid	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O	14693539			
BGC0000845	clavulanic acid	C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O	8088547, 9515708, 10223939, 10681345, 11319114, 11882698, 14693539, 14742203, 14982786, 15342599, 15793135, 18388457, 19011915, 19941870, 20711575, 23104404			
BGC0000846	tabtoxin	C[C@H]([C@@H](C(=O)O)NC(=O)[C@H](CC[C@@]1(CNC1=O)O)N)O				
BGC0000847	thienamycin	C[C@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN)O	12725858			
BGC0000848	A-factor	CC(C)CCCCC(=O)C1[C@@H](COC1=O)CO	18375553,18364359,18310036			
BGC0000849	SCB1	O[C@@H](CCCCC(C)C)[C@H]1C(=O)OC[C@H]1CO	12000953,8843436			
BGC0000849	SCB2	O[C@@H](CCCCCCC)[C@H]1C(=O)OC[C@H]1CO	12000953,8843436			
BGC0000849	SCB3	O[C@@H](CCCCC(C)CC)[C@H]1C(=O)OC[C@H]1CO	12000953,8843436			
BGC0000850	gamma-butyrolactone		19465647			
BGC0000851	albonoursin	CC(C)/C=C\1/C(=O)N/C(=C\C2=CC=CC=C2)/C(=O)N1				
BGC0000852	ectoine	CC1=NCC[C@H](N1)C(=O)O	11823218			
BGC0000853	ectoine	CC1=NCC[C@H](N1)C(=O)O	15128576			
BGC0000854	ectoine	CC1=NCC[C@H](N1)C(=O)O	16283251			
BGC0000855	ectoine	CC1=NCC[C@H](N1)C(=O)O				
BGC0000856	ectoine	CC1=NCC[C@H](N1)C(=O)O				
BGC0000857	ectoine	CC1=NCC[C@H](N1)C(=O)O	19897647			
BGC0000858	ectoine	CC1=NCC[C@H](N1)C(=O)O				
BGC0000859	ectoine	CC1=NCC[C@H](N1)C(=O)O				
BGC0000860	ectoine	CC1=NCC[C@H](N1)C(=O)O				
BGC0000861	eicosapentaenoic acid	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	19809243			
BGC0000862	eicosapentaenoic acid	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	9274025			
BGC0000863	eicosapentaenoic acid	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O				
BGC0000864	eicosapentaenoic acid-like compound					
BGC0000865	eicoseicosapentaenoic acid	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	12055309			
BGC0000866	polyhydroxyalkanoate		10803903			
BGC0000867	polyhydroxyalkanoic acids		14715006			
BGC0000868	teichuronic acid		10048024			
BGC0000869	heterocyst glycolipids		23898213			
BGC0000870	mycolic acid		18505396			
BGC0000871	AEPE	NCCOP([O-])(OCC(OC(CCCCCCCCCCCC(C)C)=O)COCCCCCCCCCCCCC(C)C)=O	24814673,24520059			
BGC0000871	TG-1	CC(C)CCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCC(C)C)=O)COCCCCCCCCCCCCC(C)C)=O	24814673,24520059			
BGC0000871	VEPE	NCCOP([O-])(OCC(OC(CCCCCCCCCCCC(C)C)=O)CO/C=C\\CCCCCCCCCCC(C)C)=O	24814673,24520059			
BGC0000872	A-90289 A	CCCCCCCCCCCCCC(CC(=O)O[C@H]1CN(C)C(C(OC2OC(CN)[C@@H](O)[C@H]2O)C2OC([C@H](OS([O-])(=O)=O)[C@@H]2O)N2C=CC(=O)NC2=O)C(=O)N(C)[C@@H]1C([O-])=O)OC(=O)CC(C)CC(=O)O[C@@H]1OC(C)C(OC)[C@@H](OC)[C@H]1OC	20043306			
BGC0000872	A-90289 B	COC1C(C)O[C@@H](OC(=O)CC(C)CC(=O)OC(CCCCCCCCCCC(C)C)CC(=O)O[C@H]2CN(C)C(C(OC3OC(CN)[C@@H](O)[C@H]3O)C3OC([C@H](OS([O-])(=O)=O)[C@@H]3O)N3C=CC(=O)NC3=O)C(=O)N(C)[C@@H]2C([O-])=O)[C@H](OC)[C@@H]1OC	20043306			
BGC0000873	A201A	C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC/C(=C/2\[C@H]([C@@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C(\C)/C(=O)NC4[C@H](O[C@H](C4O)N5C=NC6=C5N=CN=C6N(C)C)CO)O)O)/OC)O)OC)OC	7737149,9128724,12423351			
BGC0000874	blasticidin	CN(CC[C@@H](CC(=O)N[C@@H]1C=C[C@H](O[C@H]1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N	12964155			
BGC0000875	Caprazamycin	CCCCCCCCCCCCCC(CC(=O)O[C@H]1CN(C(C(=O)N(C1C(=O)OC)C)[C@H](C2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)OC4[C@@H]([C@@H]([C@H](O4)CN)O)O)C)OC(=O)CC(C)CC(=O)OC5C(C(C(C(O5)C)OC)OC)OC	19351877,20039253,19351877,20157116,20418426,20578003,16060385,23912167			
BGC0000875	Caprazamycin aglycon	O[C@@H]([C@H]1O)[C@@H](CN)O[C@H]1O[C@H](C2[C@@H](O)[C@@H](O)[C@H](N3C=CC(NC3=O)=O)O2)[C@H]4C(N(C)[C@H](C(O)=O)[C@@H](OC(CC(CCCCCCCCCCCCCC)OC(C[C@@H](CC(O)=O)C)=O)=O)CN4C)=O	19351877,20039253,19351877,20157116,20418426,20578003,16060385,23912167			
BGC0000876	nikkomycin	C[C@H]([C@@H](C1=NC=C(C=C1)O)O)[C@@H](C(=O)N[C@@H]([C@@H]2[C@H](C([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N	10712601,11212921			
BGC0000877	polyoxin	C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)C(C=O)N)O)O)C(=O)O	19233844,19383687			
BGC0000878	puromycin	CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O	8576156			
BGC0000879	sangivamycin	C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)C(=O)N	18721750			
BGC0000879	toyocamycin	C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)C#N	18721750			
BGC0000880	Tunicamycin B1	CCCCCCCCCCCC/C=C/C(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)C[C@H]([C@@H]3[C@H]([C@H]([C@@H](O3)n4ccc(=O)[nH]c4=O)O)O)O)O)O	 22717438 , 			
BGC0000881	toyocamycin	C1=C(C2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=CN=C2N)C#N				
BGC0000882	mildiomycin	C1=CC(OC(C1NC(=O)C(CO)N)C(CC(CN=C(N)N)O)(C(=O)O)O)N2C=C(C(=NC2=O)N)CO	18412191			
BGC0000883	arginomycin	CC(CCN(C)C(=N)N)C(C(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=NC2=O)N)N	24907335			
BGC0000884	3-methylarginine	CC(CC[NH+]=C(N)N)C(C(=O)[O-])[NH3+]	20190091			
BGC0000885	4-hydroxy-3-nitrosobenzamide 	C1=CC(=C(C=C1C(=O)N)N=O)O	20676084,21			
BGC0000886	allylmalonyl-CoA		20194504			
BGC0000887	decarbamoylgonyautoxin 2	[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@@H](OS(=O)([O-])=O)C3(O)O)C(N[C@H]1CO)=[NH2+]	19331657, 24460188 			
BGC0000887	decarbamoylgonyautoxin 3	[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@H](OS(=O)([O-])=O)C3(O)O)C(N[C@H]1CO)=[NH2+]	19331657, 24460188 			
BGC0000887	decarbamoylsaxitoxin	C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)CO)N	19331657, 24460188 			
BGC0000887	gonyautoxin 2	C1[C@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O	19331657, 24460188 			
BGC0000887	gonyautoxin 3		19331657, 24460188 			
BGC0000887	gonyautoxin 5	C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)NS(=O)(=O)O)N	19331657, 24460188 			
BGC0000887	Saxitoxin	C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)N)N	19331657, 24460188 			
BGC0000887	Toxin C2	C1[C@@H](C([C@@]23N1C(=N[C@H]([C@@H]2NC(=N3)N)COC(=O)NS(=O)(=O)O)N)(O)O)OS(=O)(=O)O	19331657, 24460188 			
BGC0000887	toxin C3	[H][C@@]12[C@]3(NC(N2)=[NH2+])N(C[C@@H](OS(=O)([O-])=O)C3(O)O)C(N(O)[C@H]1COC(NS(=O)([O-])=O)=O)=[NH2+]	19331657, 24460188 			
BGC0000888	bacilysin	C[C@@H](C(=O)OC(=O)[C@H](CC1CCC(=O)[C@H]2[C@@H]1O2)N)N	20070370			
BGC0000889	bagremycin					
BGC0000890	pentabromopseudilin	C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br	24974229,19122661,24446431,7600609			
BGC0000891	pentabromopseudilin	C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br	24974229,19122661,24446431,7600609			
BGC0000892	Caryoynencin	C#CC#CC#CC#C/C=C/C=C/C(CCCCC(=O)O)O	24898429, 24588891, 8544177			
BGC0000893	chloramphenicol	C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	11577160,25267678,20876130,15184904,20713732,24347692,19255478,14702400			
BGC0000894	citrinin	C[C@@H]1[C@H](OC=C2C1=C(C(=O)C(=C(O)O)C2=O)C)C	21956130			
BGC0000895	citrulline	C(C[C@@H](C(=O)O)N)CNC(=O)N	9098069,10852872,15864550			
BGC0000896	d-cycloserine	C1[C@H](C(=O)NO1)N	20086163			
BGC0000897	dehydrophos		20416511			
BGC0000898	desosamine	C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O)O)N(C)C	9770448			
BGC0000899	desosamine	CC1CC(C(C(O1)O)O)N(C)C				
BGC0000900	ferrichrome	CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3]				
BGC0000901	ferrichrome	CC(=O)N(CCCC1C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)N1)CCCN(C(=O)C)[O-])CCCN(C(=O)C)[O-])[O-].[55Fe+3]				
BGC0000902	flaviolin	C1=C(C=C2C(=C1O)C(=CC(=O)C2=O)O)O	22187221			
BGC0000903	fluorometabolite		16720268			
BGC0000904	FR900098	CC(=O)N(CCCP(=O)(O)O)O	18721747			
BGC0000905	heme D1	[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]	17906152			
BGC0000906	heme D1	[H+].[H+].[H+].[H+].CC1=C(C2=CC3=NC(=CC4=NC(=C(C4(C)CC(=O)[O-])[O-])C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)[O-])C(=C3/C=C/C(=O)[O-])C)CCC(=O)[O-].[Fe+2]	16914272,17906152			
BGC0000907	lincomycin	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@H](C2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)O	19085073			
BGC0000908	melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	11572948			
BGC0000909	melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	11572948			
BGC0000910	melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	12000953,8843436			
BGC0000911	melanin	CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O	18375553,18364359,18310036			
